item_id,order_status,created_at,stock_keeping_unit,price,qty_ordered,grand_total,increment_id,product_category,sales_commission_code,discount_amount,payment_method,BI Status,market_value,Customer Since,Customer ID
211182,completed,2016-07-01,kcc_Fantasy Perfumed Talcum Powder-200gm,143.0,1,168.0,100147474,Beauty & Grooming,Unknown,77.72,Cash_on_delivery,Net,143,2016-07-01,22
211184,completed,2016-07-01,2Zee_SC6,225.0,1,168.0,100147474,Beauty & Grooming,Unknown,122.28,Cash_on_delivery,Net,225,2016-07-01,22
211185,completed,2016-07-01,Q MOBILE Noir X20,4500.0,1,4500.0,100147475,Mobiles & Tablets,Unknown,0.0,Cash_on_delivery,Net,4500,2016-07-01,26
211186,canceled,2016-07-01,rehaab_RJ160047,3156.0,1,6152.0,100147476,Women's Fashion,Unknown,0.0,Cash_on_delivery,Gross,3156,2016-07-01,27
211187,canceled,2016-07-01,Farah_3-B,2996.0,1,6152.0,100147476,Women's Fashion,Unknown,0.0,Cash_on_delivery,Gross,2996,2016-07-01,27
211188,canceled,2016-07-01,RS_Sohan Halwa Tin,300.0,2,2210.0,100147477,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,600,2016-07-01,28
211189,canceled,2016-07-01,UK_Soan Papdi Original 250 Gms,150.0,2,2210.0,100147477,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,300,2016-07-01,28
211190,canceled,2016-07-01,UK_Gift Box Soghaat 500 Gms,465.0,2,2210.0,100147477,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,930,2016-07-01,28
211191,canceled,2016-07-01,RS_Double Delight,380.0,1,2210.0,100147477,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,380,2016-07-01,28
211192,canceled,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147478,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,350,2016-07-01,29
211193,completed,2016-07-01,UK_Gift Box Baklawa 500 Gms,425.0,1,425.0,100147479,Soghaat,Unknown,0.0,Cash_on_delivery,Net,425,2016-07-01,30
211194,completed,2016-07-01,sputnik_2146/6-8,850.0,1,850.0,100147480,Women's Fashion,Unknown,0.0,Cash_on_delivery,Net,850,2016-07-01,31
211196,completed,2016-07-01,kkc_Kingtox 450ml Classic Green All Insect Killer Spray,251.0,1,251.0,100147481,Home & Living,C-PEW-104656,0.0,Cash_on_delivery,Net,251,2016-07-01,32
211197,refund,2016-07-01,kcc_krone deal,360.0,1,360.0,100147482,Beauty & Grooming,C-Rwp-101853,0.0,Cash_on_delivery,Valid,360,2016-07-01,33
211198,completed,2016-07-01,Al Muhafiz Sohan Halwa Walnut,510.0,1,835.0,100147483,Soghaat,Unknown,0.0,Cash_on_delivery,Net,510,2016-07-01,34
211199,completed,2016-07-01,RS_Honey Dry Fruit Halwa,325.0,1,835.0,100147483,Soghaat,Unknown,0.0,Cash_on_delivery,Net,325,2016-07-01,34
211200,completed,2016-07-01,itter_AB 1214,300.0,1,300.0,100147484,Beauty & Grooming,C-ISB-47491,0.0,Cash_on_delivery,Net,300,2016-07-01,35
211202,refund,2016-07-01,Eco Star_40U557,30417.0,1,30417.0,100147486,Entertainment,c-uet-44938,0.0,Cash_on_delivery,Valid,30417,2016-07-01,36
211201,refund,2016-07-01,kcc_krone deal,360.0,1,360.0,100147485,Beauty & Grooming,C-RWP-103867,0.0,Cash_on_delivery,Valid,360,2016-07-01,33
211203,completed,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,2,700.0,100147487,Soghaat,Unknown,0.0,Cash_on_delivery,Net,700,2016-07-01,37
211204,completed,2016-07-01,Orient_OR-6057 GX LGFD LV,45250.0,1,45250.0,100147488,Appliances,R-KHS-104405,0.0,Cash_on_delivery,Net,45250,2016-07-01,38
211205,canceled,2016-07-01,HOS_JPGCW100,8100.0,3,24588.0,100147489,Beauty & Grooming,104835,0.0,Cash_on_delivery,Gross,24300,2016-07-01,39
211206,canceled,2016-07-01,kkc_Jasmine King Air Freshener,144.0,2,24588.0,100147489,Home & Living,104835,0.0,Cash_on_delivery,Gross,288,2016-07-01,39
211207,completed,2016-07-01,asimjofaeanew_5A,5597.0,1,5597.0,100147490,Women's Fashion,R-KHS-104405,0.0,Cash_on_delivery,Net,5597,2016-07-01,40
211208,refund,2016-07-01,ajmery_F9-981,999.0,1,999.0,100147491,Men's Fashion,C-ISB-105964,0.0,Cash_on_delivery,Valid,999,2016-07-01,35
211209,refund,2016-07-01,hijabh_JILBAB-C (1)-52x,4950.0,1,4950.0,100147492,Women's Fashion,R-KHS-104405,0.0,Cash_on_delivery,Valid,4950,2016-07-01,40
211211,refund,2016-07-01,noritake_NTM163M,805.0,1,805.0,100147493,Home & Living,865116,0.0,Cash_on_delivery,Valid,805,2016-07-01,41
211212,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147494,Beauty & Grooming,C-ISB-40310,0.0,Cash_on_delivery,Net,360,2016-07-01,35
211213,refund,2016-07-01,RS_Habshi Halwa Tin,280.0,1,280.0,100147495,Soghaat,C-ISB-102148,0.0,Cash_on_delivery,Valid,280,2016-07-01,35
211214,canceled,2016-07-01,sentiments_WRK1612,1.0,1,1.0,100147496,Others,C-RWP-102627,0.0,Cash_on_delivery,Gross,1,2016-07-01,33
211215,refund,2016-07-01,bata_comfit-8613714-43-9,999.0,1,999.0,100147497,Men's Fashion,R-PEW-41424,0.0,Cash_on_delivery,Valid,999,2016-07-01,42
211217,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147498,Beauty & Grooming,C-MUX-33202,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211218,refund,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147499,Soghaat,C-KHS-44926,0.0,Cash_on_delivery,Valid,350,2016-07-01,44
211219,refund,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147500,Soghaat,C-KHS-44926,0.0,Cash_on_delivery,Valid,350,2016-07-01,44
211220,completed,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147501,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,760,2016-07-01,13
211221,completed,2016-07-01,RS_Gulab jaman Tin,435.0,1,1195.0,100147501,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,435,2016-07-01,13
211222,canceled,2016-07-01,sentiments_WRK1612,1.0,5,5.0,100147502,Others,C-RWP-66032,0.0,Cash_on_delivery,Gross,5,2016-07-01,33
211223,canceled,2016-07-01,sentiments_WRK1612,1.0,2,2.0,100147503,Others,C-RWP-31924,0.0,Cash_on_delivery,Gross,2,2016-07-01,33
211225,canceled,2016-07-01,sentiments_WRK1612,1.0,1,1.0,100147505,Others,C-RWP-102627,0.0,Cash_on_delivery,Gross,1,2016-07-01,33
211224,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147504,Beauty & Grooming,C-MUX-106279,0.0,Cash_on_delivery,Valid,360,2016-07-01,43
211226,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147506,Beauty & Grooming,C-MUX-106279,0.0,Cash_on_delivery,Valid,320,2016-07-01,43
211227,completed,2016-07-01,RS_Gulab jaman Tin,435.0,1,1195.0,100147507,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,435,2016-07-01,13
211228,completed,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147507,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,760,2016-07-01,13
211229,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147508,Beauty & Grooming,C-MUX-106279,0.0,Cash_on_delivery,Valid,240,2016-07-01,43
211230,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147509,Beauty & Grooming,C-MUX-106279,0.0,Cash_on_delivery,Valid,360,2016-07-01,43
211231,refund,2016-07-01,Inoxy_Inoxy Hair Miracle Elixir,1875.0,1,1875.0,100147510,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Valid,1875,2016-07-01,45
211232,completed,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147511,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,760,2016-07-01,13
211233,completed,2016-07-01,RS_Chum Chum Tin,435.0,1,1195.0,100147511,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,435,2016-07-01,13
211234,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147512,Beauty & Grooming,C-MUX-43032,0.0,Cash_on_delivery,Valid,360,2016-07-01,43
211235,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147513,Beauty & Grooming,C-MUX-43032,0.0,Cash_on_delivery,Valid,360,2016-07-01,43
211236,completed,2016-07-01,RS_Chum Chum Tin,435.0,1,1195.0,100147514,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,435,2016-07-01,13
211237,completed,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147514,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,760,2016-07-01,13
211238,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147515,Beauty & Grooming,C-MUX-106279,0.0,Cash_on_delivery,Valid,320,2016-07-01,43
211239,completed,2016-07-01,Dany_AUK-650,4200.0,1,4200.0,100147516,Mobiles & Tablets,R-LHW-105666,0.0,Cash_on_delivery,Net,4200,2016-07-01,46
211240,completed,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147517,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,760,2016-07-01,13
211241,completed,2016-07-01,RS_Chum Chum Tin,435.0,1,1195.0,100147517,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,435,2016-07-01,13
211242,completed,2016-07-01,urban_ PT004-L,550.0,1,550.0,100147518,Others,C-PEW-105784,0.0,Cash_on_delivery,Net,550,2016-07-01,47
211244,completed,2016-07-01,jackpot_JP-7999,1230.0,1,1230.0,100147519,Appliances,Unknown,0.0,Cash_on_delivery,Net,1230,2016-07-01,48
211245,completed,2016-07-01,RS_Chum Chum Tin,435.0,1,1195.0,100147520,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,435,2016-07-01,13
211246,completed,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147520,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,760,2016-07-01,13
211247,completed,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147521,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,760,2016-07-01,13
211248,completed,2016-07-01,RS_Chum Chum Tin,435.0,1,1195.0,100147521,Soghaat,R-KHW-104406,0.0,Cash_on_delivery,Net,435,2016-07-01,13
211249,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147522,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Valid,320,2016-07-01,43
211250,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147523,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Valid,320,2016-07-01,43
211251,canceled,2016-07-01,Al Muhafiz Sohan Halwa Walnut,510.0,1,880.0,100147524,Soghaat,Unknown,0.0,Bank or Card,Gross,510,2016-07-01,49
211252,canceled,2016-07-01,UK_Gift Box Pistachio Delight 500 Gms,370.0,1,880.0,100147524,Soghaat,Unknown,0.0,Bank or Card,Gross,370,2016-07-01,49
211253,canceled,2016-07-01,test_tcsconnect,2.0,1,2.0,100147525,Others,Unknown,0.0,Cash_on_delivery,Gross,2,2016-07-01,50
211254,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147526,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Valid,320,2016-07-01,43
211255,completed,2016-07-01,kcc_krone deal,360.0,4,1440.0,100147527,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Valid,1440,2016-07-01,43
211256,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147528,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211257,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147529,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211258,refund,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147530,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Valid,240,2016-07-01,43
211259,canceled,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147531,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,350,2016-07-01,51
211260,canceled,2016-07-01,sst_Lyquin-Regular fit-Large,1950.0,1,2745.0,100147532,Men's Fashion,Unknown,0.0,Bank or Card,Gross,1950,2016-07-01,52
211262,canceled,2016-07-01,Fcafe_11777-L,795.0,1,2745.0,100147532,Men's Fashion,Unknown,0.0,Bank or Card,Gross,795,2016-07-01,52
211264,completed,2016-07-01,LC_359547105042,4750.0,1,12150.0,100147533,Beauty & Grooming,R-KHW-104406,0.0,Cash_on_delivery,Net,4750,2016-07-01,13
211265,completed,2016-07-01,LC_3349668508587,7400.0,1,12150.0,100147533,Beauty & Grooming,R-KHW-104406,0.0,Cash_on_delivery,Net,7400,2016-07-01,13
211266,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147534,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211267,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147535,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,240,2016-07-01,43
211268,refund,2016-07-01,RS_pheni Desi Ghee 1 kg,520.0,1,520.0,100147536,Soghaat,C-KHS-31122,0.0,Cash_on_delivery,Valid,520,2016-07-01,44
211269,refund,2016-07-01,RS_pheni Desi Ghee 1 kg,520.0,1,520.0,100147537,Soghaat,C-KHS-31122,0.0,Cash_on_delivery,Valid,520,2016-07-01,44
211270,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147538,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211271,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147539,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211272,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147540,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211273,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147541,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211274,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147542,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,240,2016-07-01,43
211275,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147543,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211276,completed,2016-07-01,Al Muhafiz Sohan Halwa Walnut,510.0,1,880.0,100147544,Soghaat,Unknown,0.0,Bank or Card,Net,510,2016-07-01,49
211277,completed,2016-07-01,UK_Gift Box Pistachio Delight 500 Gms,370.0,1,880.0,100147544,Soghaat,Unknown,0.0,Bank or Card,Net,370,2016-07-01,49
211278,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147545,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211279,completed,2016-07-01,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147546,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211280,completed,2016-07-01,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147546,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211281,completed,2016-07-01,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147546,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,80,2016-07-01,53
211282,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147547,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211283,canceled,2016-07-01,sentiments_Ferrero Rocher Gift Box,1.0,1,1.0,100147548,Others,Unknown,0.0,Cash_on_delivery,Gross,1,2016-07-01,54
211284,completed,2016-07-01,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147549,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211285,completed,2016-07-01,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147549,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211286,completed,2016-07-01,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147549,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,80,2016-07-01,53
211287,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147550,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211288,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147551,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211289,canceled,2016-07-01,EGO_E02377-SML-BG00-S,1950.0,2,3901.0,100147552,Women's Fashion,Unknown,0.0,Cash_on_delivery,Gross,3900,2016-07-01,55
211291,canceled,2016-07-01,sentiments_WRK1612,1.0,1,3901.0,100147552,Others,Unknown,0.0,Cash_on_delivery,Gross,1,2016-07-01,55
211292,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147553,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211295,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147555,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211293,canceled,2016-07-01,darzee_DP-234-B-Pink-15-M,1450.0,1,1450.0,100147554,Men's Fashion,Unknown,0.0,Bank or Card,Gross,1450,2016-07-01,52
211296,canceled,2016-07-01,sentiments_Ferrero Rocher Gift Box,1.0,1,1.0,100147556,Others,Unknown,0.0,Cash_on_delivery,Gross,1,2016-07-01,55
211297,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147557,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211298,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147558,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211299,refund,2016-07-01,Q MOBILE Noir W7,3950.0,1,3950.0,100147559,Mobiles & Tablets,C SKZ 41328,0.0,Cash_on_delivery,Valid,3950,2016-07-01,56
211300,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147560,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211301,refund,2016-07-01,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147561,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Valid,260,2016-07-01,53
211302,refund,2016-07-01,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147561,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Valid,260,2016-07-01,53
211303,refund,2016-07-01,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147561,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Valid,80,2016-07-01,53
211304,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147562,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211305,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147563,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211306,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147564,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211307,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147565,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211308,refund,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,760.0,100147566,Soghaat,C-RWP-41876,0.0,Cash_on_delivery,Valid,760,2016-07-01,33
211309,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147567,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
